region,idadmin1,idadmin2,admin1,admin2,shapeName,idadmin1_old,idadmin2_old,admin1_old,admin2_old
SULAWESI,74,7411,SULAWESI TENGGARA,KOLAKA TIMUR,Kolaka Timur,74,7411,SULAWESI TENGGARA,KOLAKA TIMUR
SULAWESI,74,7412,SULAWESI TENGGARA,KONAWE KEPULAUAN,Konawe Kepulauan,74,7412,SULAWESI TENGGARA,KONAWE KEPULAUAN
SULAWESI,74,7413,SULAWESI TENGGARA,MUNA BARAT,Muna Barat,74,7413,SULAWESI TENGGARA,MUNA BARAT
SULAWESI,74,7414,SULAWESI TENGGARA,BUTON TENGAH,Buton Tengah,74,7414,SULAWESI TENGGARA,BUTON TENGAH
SULAWESI,74,7415,SULAWESI TENGGARA,BUTON SELATAN,Buton Selatan,74,7415,SULAWESI TENGGARA,BUTON SELATAN
SULAWESI,74,7471,SULAWESI TENGGARA,KOTA KENDARI,Kota Kendari,74,7471,SULAWESI TENGGARA,KOTA KENDARI
SULAWESI,74,7472,SULAWESI TENGGARA,KOTA BAUBAU,Kota Baubau,74,7472,SULAWESI TENGGARA,KOTA BAUBAU
SULAWESI,75,7501,GORONTALO,BOALEMO,Boalemo,75,7501,GORONTALO,BOALEMO
SULAWESI,75,7502,GORONTALO,GORONTALO,Gorontalo,75,7502,GORONTALO,GORONTALO
SULAWESI,75,7503,GORONTALO,POHUWATO,Pohuwato,75,7503,GORONTALO,POHUWATO
SULAWESI,75,7504,GORONTALO,BONE BOLANGO,Bone Bolango,75,7504,GORONTALO,BONE BOLANGO
SULAWESI,75,7505,GORONTALO,GORONTALO UTARA,Gorontalo Utara,75,7505,GORONTALO,GORONTALO UTARA
SULAWESI,75,7571,GORONTALO,KOTA GORONTALO,Kota Gorontalo,75,7571,GORONTALO,KOTA GORONTALO
SULAWESI,76,7601,SULAWESI BARAT,MAJENE,Majene,76,7601,SULAWESI BARAT,MAJENE
SULAWESI,76,7602,SULAWESI BARAT,POLEWALI MANDAR,Polewali Mandar,76,7602,SULAWESI BARAT,POLEWALI MANDAR
SULAWESI,76,7603,SULAWESI BARAT,MAMASA,Mamasa,76,7603,SULAWESI BARAT,MAMASA
SULAWESI,76,7604,SULAWESI BARAT,MAMUJU,Mamuju,76,7604,SULAWESI BARAT,MAMUJU
SULAWESI,76,7605,SULAWESI BARAT,MAMUJU UTARA,Mamuju Utara,76,7605,SULAWESI BARAT,MAMUJU UTARA
SULAWESI,76,7606,SULAWESI BARAT,MAMUJU TENGAH,Mamuju Tengah,76,7606,SULAWESI BARAT,MAMUJU TENGAH
MALUKU,81,8101,MALUKU,MALUKU TENGGARA BARAT,Maluku Tenggara Barat,81,8101,MALUKU,MALUKU TENGGARA BARAT
MALUKU,81,8102,MALUKU,MALUKU TENGGARA,Maluku Tenggara,81,8102,MALUKU,MALUKU TENGGARA
MALUKU,81,8103,MALUKU,MALUKU TENGAH,Maluku Tengah,81,8103,MALUKU,MALUKU TENGAH
MALUKU,81,8104,MALUKU,BURU,Buru,81,8104,MALUKU,BURU
MALUKU,81,8105,MALUKU,KEPULAUAN ARU,Kepulauan Aru,81,8105,MALUKU,KEPULAUAN ARU
MALUKU,81,8106,MALUKU,SERAM BAGIAN BARAT,Seram Bagian Barat,81,8106,MALUKU,SERAM BAGIAN BARAT
MALUKU,81,8107,MALUKU,SERAM BAGIAN TIMUR,Seram Bagian Timur,81,8107,MALUKU,SERAM BAGIAN TIMUR
MALUKU,81,8108,MALUKU,MALUKU BARAT DAYA,Maluku Barat Daya,81,8108,MALUKU,MALUKU BARAT DAYA
MALUKU,81,8109,MALUKU,BURU SELATAN,Buru Selatan,81,8109,MALUKU,BURU SELATAN
MALUKU,81,8171,MALUKU,KOTA AMBON,Kota Ambon,81,8171,MALUKU,KOTA AMBON
MALUKU,81,8172,MALUKU,KOTA TUAL,Kota Tual,81,8172,MALUKU,KOTA TUAL
MALUKU,82,8201,MALUKU UTARA,HALMAHERA BARAT,Halmahera Barat,82,8201,MALUKU UTARA,HALMAHERA BARAT
MALUKU,82,8202,MALUKU UTARA,HALMAHERA TENGAH,Halmahera Tengah,82,8202,MALUKU UTARA,HALMAHERA TENGAH
MALUKU,82,8203,MALUKU UTARA,KEPULAUAN SULA,Kepulauan Sula,82,8203,MALUKU UTARA,KEPULAUAN SULA
MALUKU,82,8204,MALUKU UTARA,HALMAHERA SELATAN,Halmahera Selatan,82,8204,MALUKU UTARA,HALMAHERA SELATAN
MALUKU,82,8205,MALUKU UTARA,HALMAHERA UTARA,Halmahera Utara,82,8205,MALUKU UTARA,HALMAHERA UTARA
MALUKU,82,8206,MALUKU UTARA,HALMAHERA TIMUR,Halmahera Timur,82,8206,MALUKU UTARA,HALMAHERA TIMUR
MALUKU,82,8207,MALUKU UTARA,PULAU MOROTAI,Pulau Morotai,82,8207,MALUKU UTARA,PULAU MOROTAI
MALUKU,82,8208,MALUKU UTARA,PULAU TALIABU,Pulau Taliabu,82,8208,MALUKU UTARA,PULAU TALIABU
MALUKU,82,8271,MALUKU UTARA,KOTA TERNATE,Kota Ternate,82,8271,MALUKU UTARA,KOTA TERNATE
MALUKU,82,8272,MALUKU UTARA,KOTA TIDORE KEPULAUAN,Kota Tidore Kepulauan,82,8272,MALUKU UTARA,KOTA TIDORE KEPULAUAN
PAPUA,91,9101,PAPUA BARAT,FAKFAK,Fakfak,91,9101,PAPUA BARAT,FAKFAK
PAPUA,91,9102,PAPUA BARAT,KAIMANA,Kaimana,91,9102,PAPUA BARAT,KAIMANA
PAPUA,91,9103,PAPUA BARAT,TELUK WONDAMA,Teluk Wondama,91,9103,PAPUA BARAT,TELUK WONDAMA
PAPUA,91,9104,PAPUA BARAT,TELUK BINTUNI,Teluk Bintuni,91,9104,PAPUA BARAT,TELUK BINTUNI
PAPUA,91,9105,PAPUA BARAT,MANOKWARI,Manokwari,91,9105,PAPUA BARAT,MANOKWARI
PAPUA,91,9111,PAPUA BARAT,MANOKWARI SELATAN,Manokwari Selatan,91,9111,PAPUA BARAT,MANOKWARI SELATAN
PAPUA,91,9112,PAPUA BARAT,PEGUNUNGAN ARFAK,Pegunungan Arfak,91,9112,PAPUA BARAT,PEGUNUNGAN ARFAK
PAPUA,92,9201,PAPUA BARAT DAYA,RAJA AMPAT,Raja Ampat,91,9108,PAPUA BARAT,RAJA AMPAT
PAPUA,92,9202,PAPUA BARAT DAYA,SORONG,Sorong,91,9107,PAPUA BARAT,SORONG
PAPUA,92,9203,PAPUA BARAT DAYA,SORONG SELATAN,Sorong Selatan,91,9106,PAPUA BARAT,SORONG SELATAN
PAPUA,92,9204,PAPUA BARAT DAYA,MAYBRAT,Maybrat,91,9110,PAPUA BARAT,MAYBRAT
PAPUA,92,9205,PAPUA BARAT DAYA,TAMBRAUW,Tambrauw,91,9109,PAPUA BARAT,TAMBRAUW
PAPUA,92,9271,PAPUA BARAT DAYA,KOTA SORONG,Kota Sorong,91,9171,PAPUA BARAT,KOTA SORONG
PAPUA,94,9403,PAPUA,JAYAPURA,Jayapura,94,9403,PAPUA,JAYAPURA
PAPUA,94,9408,PAPUA,KEPULAUAN YAPEN,Kepulauan Yapen,94,9408,PAPUA,KEPULAUAN YAPEN
PAPUA,94,9409,PAPUA,BIAK NUMFOR,Biak Numfor,94,9409,PAPUA,BIAK NUMFOR
PAPUA,94,9419,PAPUA,SARMI,Sarmi,94,9419,PAPUA,SARMI
PAPUA,94,9420,PAPUA,KEEROM,Keerom,94,9420,PAPUA,KEEROM
PAPUA,94,9426,PAPUA,WAROPEN,Waropen,94,9426,PAPUA,WAROPEN
PAPUA,94,9427,PAPUA,SUPIORI,Supiori,94,9427,PAPUA,SUPIORI
PAPUA,94,9428,PAPUA,MAMBERAMO RAYA,Mamberamo Raya,94,9428,PAPUA,MAMBERAMO RAYA
PAPUA,94,9471,PAPUA,KOTA JAYAPURA,Kota Jayapura,94,9471,PAPUA,KOTA JAYAPURA
PAPUA,95,9501,PAPUA SELATAN,MERAUKE,Merauke,94,9401,PAPUA,MERAUKE
PAPUA,95,9502,PAPUA SELATAN,BOVEN DIGOEL,Boven Digoel,94,9413,PAPUA,BOVEN DIGOEL
PAPUA,95,9503,PAPUA SELATAN,MAPPI,Mappi,94,9414,PAPUA,MAPPI
PAPUA,95,9504,PAPUA SELATAN,ASMAT,Asmat,94,9415,PAPUA,ASMAT
PAPUA,96,9601,PAPUA TENGAH,MIMIKA,Mimika,94,9412,PAPUA,MIMIKA
PAPUA,96,9602,PAPUA TENGAH,DOGIYAI,Dogiyai,94,9434,PAPUA,DOGIYAI
PAPUA,96,9603,PAPUA TENGAH,DEIYAI,Deiyai,94,9436,PAPUA,DEIYAI
PAPUA,96,9604,PAPUA TENGAH,NABIRE,Nabire,94,9404,PAPUA,NABIRE
PAPUA,96,9605,PAPUA TENGAH,PANIAI,Paniai,94,9410,PAPUA,PANIAI
PAPUA,96,9606,PAPUA TENGAH,INTAN JAYA,Intan Jaya,94,9435,PAPUA,INTAN JAYA
PAPUA,96,9607,PAPUA TENGAH,PUNCAK,Puncak,94,9433,PAPUA,PUNCAK
PAPUA,96,9608,PAPUA TENGAH,PUNCAK JAYA,Puncak Jaya,94,9411,PAPUA,PUNCAK JAYA
PAPUA,97,9701,PAPUA PEGUNUNGAN,NDUGA,Nduga,94,9429,PAPUA,NDUGA
PAPUA,97,9702,PAPUA PEGUNUNGAN,JAYAWIJAYA,Jayawijaya,94,9402,PAPUA,JAYAWIJAYA
PAPUA,97,9703,PAPUA PEGUNUNGAN,LANNY JAYA,Lanny Jaya,94,9430,PAPUA,LANNY JAYA
PAPUA,97,9704,PAPUA PEGUNUNGAN,TOLIKARA,Tolikara,94,9418,PAPUA,TOLIKARA
PAPUA,97,9705,PAPUA PEGUNUNGAN,MAMBERAMO TENGAH,Mamberamo Tengah,94,9431,PAPUA,MAMBERAMO TENGAH
PAPUA,97,9706,PAPUA PEGUNUNGAN,YALIMO,Yalimo,94,9432,PAPUA,YALIMO
PAPUA,97,9707,PAPUA PEGUNUNGAN,YAHUKIMO,Yahukimo,94,9416,PAPUA,YAHUKIMO
PAPUA,97,9708,PAPUA PEGUNUNGAN,PEGUNUNGAN BINTANG,Pegunungan Bintang,94,9417,PAPUA,PEGUNUNGAN BINTANG
