region,idadmin1,idadmin2,admin1,admin2,shapeName,idadmin1_old,idadmin2_old,admin1_old,admin2_old
JAVA & BALI,35,3504,JAWA TIMUR,TULUNGAGUNG,Tulungagung,35,3504,JAWA TIMUR,TULUNGAGUNG
JAVA & BALI,35,3505,JAWA TIMUR,BLITAR,Blitar,35,3505,JAWA TIMUR,BLITAR
JAVA & BALI,35,3506,JAWA TIMUR,KEDIRI,Kediri,35,3506,JAWA TIMUR,KEDIRI
JAVA & BALI,35,3507,JAWA TIMUR,MALANG,Malang,35,3507,JAWA TIMUR,MALANG
JAVA & BALI,35,3508,JAWA TIMUR,LUMAJANG,Lumajang,35,3508,JAWA TIMUR,LUMAJANG
JAVA & BALI,35,3509,JAWA TIMUR,JEMBER,Jember,35,3509,JAWA TIMUR,JEMBER
JAVA & BALI,35,3510,JAWA TIMUR,BANYUWANGI,Banyuwangi,35,3510,JAWA TIMUR,BANYUWANGI
JAVA & BALI,35,3511,JAWA TIMUR,BONDOWOSO,Bondowoso,35,3511,JAWA TIMUR,BONDOWOSO
JAVA & BALI,35,3512,JAWA TIMUR,SITUBONDO,Situbondo,35,3512,JAWA TIMUR,SITUBONDO
JAVA & BALI,35,3513,JAWA TIMUR,PROBOLINGGO,Probolinggo,35,3513,JAWA TIMUR,PROBOLINGGO
JAVA & BALI,35,3514,JAWA TIMUR,PASURUAN,Pasuruan,35,3514,JAWA TIMUR,PASURUAN
JAVA & BALI,35,3515,JAWA TIMUR,SIDOARJO,Sidoarjo,35,3515,JAWA TIMUR,SIDOARJO
JAVA & BALI,35,3516,JAWA TIMUR,MOJOKERTO,Mojokerto,35,3516,JAWA TIMUR,MOJOKERTO
JAVA & BALI,35,3517,JAWA TIMUR,JOMBANG,Jombang,35,3517,JAWA TIMUR,JOMBANG
JAVA & BALI,35,3518,JAWA TIMUR,NGANJUK,Nganjuk,35,3518,JAWA TIMUR,NGANJUK
JAVA & BALI,35,3519,JAWA TIMUR,MADIUN,Madiun,35,3519,JAWA TIMUR,MADIUN
JAVA & BALI,35,3520,JAWA TIMUR,MAGETAN,Magetan,35,3520,JAWA TIMUR,MAGETAN
JAVA & BALI,35,3521,JAWA TIMUR,NGAWI,Ngawi,35,3521,JAWA TIMUR,NGAWI
JAVA & BALI,35,3522,JAWA TIMUR,BOJONEGORO,Bojonegoro,35,3522,JAWA TIMUR,BOJONEGORO
JAVA & BALI,35,3523,JAWA TIMUR,TUBAN,Tuban,35,3523,JAWA TIMUR,TUBAN
JAVA & BALI,35,3524,JAWA TIMUR,LAMONGAN,Lamongan,35,3524,JAWA TIMUR,LAMONGAN
JAVA & BALI,35,3525,JAWA TIMUR,GRESIK,Gresik,35,3525,JAWA TIMUR,GRESIK
JAVA & BALI,35,3526,JAWA TIMUR,BANGKALAN,Bangkalan,35,3526,JAWA TIMUR,BANGKALAN
JAVA & BALI,35,3527,JAWA TIMUR,SAMPANG,Sampang,35,3527,JAWA TIMUR,SAMPANG
JAVA & BALI,35,3528,JAWA TIMUR,PAMEKASAN,Pamekasan,35,3528,JAWA TIMUR,PAMEKASAN
JAVA & BALI,35,3529,JAWA TIMUR,SUMENEP,Sumenep,35,3529,JAWA TIMUR,SUMENEP
JAVA & BALI,35,3571,JAWA TIMUR,KOTA KEDIRI,Kota Kediri,35,3571,JAWA TIMUR,KOTA KEDIRI
JAVA & BALI,35,3572,JAWA TIMUR,KOTA BLITAR,Kota Blitar,35,3572,JAWA TIMUR,KOTA BLITAR
JAVA & BALI,35,3573,JAWA TIMUR,KOTA MALANG,Kota Malang,35,3573,JAWA TIMUR,KOTA MALANG
JAVA & BALI,35,3574,JAWA TIMUR,KOTA PROBOLINGGO,Kota Probolinggo,35,3574,JAWA TIMUR,KOTA PROBOLINGGO
JAVA & BALI,35,3575,JAWA TIMUR,KOTA PASURUAN,Kota Pasuruan,35,3575,JAWA TIMUR,KOTA PASURUAN
JAVA & BALI,35,3576,JAWA TIMUR,KOTA MOJOKERTO,Kota Mojokerto,35,3576,JAWA TIMUR,KOTA MOJOKERTO
JAVA & BALI,35,3577,JAWA TIMUR,KOTA MADIUN,Kota Madiun,35,3577,JAWA TIMUR,KOTA MADIUN
JAVA & BALI,35,3578,JAWA TIMUR,KOTA SURABAYA,Kota Surabaya,35,3578,JAWA TIMUR,KOTA SURABAYA
JAVA & BALI,35,3579,JAWA TIMUR,KOTA BATU,Kota Batu,35,3579,JAWA TIMUR,KOTA BATU
JAVA & BALI,36,3601,BANTEN,PANDEGLANG,Pandeglang,36,3601,BANTEN,PANDEGLANG
JAVA & BALI,36,3602,BANTEN,LEBAK,Lebak,36,3602,BANTEN,LEBAK
JAVA & BALI,36,3603,BANTEN,TANGERANG,Tangerang,36,3603,BANTEN,TANGERANG
JAVA & BALI,36,3604,BANTEN,SERANG,Serang,36,3604,BANTEN,SERANG
JAVA & BALI,36,3671,BANTEN,KOTA TANGERANG,Kota Tangerang,36,3671,BANTEN,KOTA TANGERANG
JAVA & BALI,36,3672,BANTEN,KOTA CILEGON,Kota Cilegon,36,3672,BANTEN,KOTA CILEGON
JAVA & BALI,36,3673,BANTEN,KOTA SERANG,Kota Serang,36,3673,BANTEN,KOTA SERANG
JAVA & BALI,36,3674,BANTEN,KOTA TANGERANG SELATAN,Kota Tangerang Selatan,36,3674,BANTEN,KOTA TANGERANG SELATAN
JAVA & BALI,51,5101,BALI,JEMBRANA,Jembrana,51,5101,BALI,JEMBRANA
JAVA & BALI,51,5102,BALI,TABANAN,Tabanan,51,5102,BALI,TABANAN
JAVA & BALI,51,5103,BALI,BADUNG,Badung,51,5103,BALI,BADUNG
JAVA & BALI,51,5104,BALI,GIANYAR,Gianyar,51,5104,BALI,GIANYAR
JAVA & BALI,51,5105,BALI,KLUNGKUNG,Klungkung,51,5105,BALI,KLUNGKUNG
JAVA & BALI,51,5106,BALI,BANGLI,Bangli,51,5106,BALI,BANGLI
JAVA & BALI,51,5107,BALI,KARANG ASEM,Karang Asem,51,5107,BALI,KARANG ASEM
JAVA & BALI,51,5108,BALI,BULELENG,Buleleng,51,5108,BALI,BULELENG
JAVA & BALI,51,5171,BALI,KOTA DENPASAR,Kota Denpasar,51,5171,BALI,KOTA DENPASAR
NUSA TENGGARA,52,5201,NUSA TENGGARA BARAT,LOMBOK BARAT,Lombok Barat,52,5201,NUSA TENGGARA BARAT,LOMBOK BARAT
NUSA TENGGARA,52,5202,NUSA TENGGARA BARAT,LOMBOK TENGAH,Lombok Tengah,52,5202,NUSA TENGGARA BARAT,LOMBOK TENGAH
NUSA TENGGARA,52,5203,NUSA TENGGARA BARAT,LOMBOK TIMUR,Lombok Timur,52,5203,NUSA TENGGARA BARAT,LOMBOK TIMUR
NUSA TENGGARA,52,5204,NUSA TENGGARA BARAT,SUMBAWA,Sumbawa,52,5204,NUSA TENGGARA BARAT,SUMBAWA
NUSA TENGGARA,52,5205,NUSA TENGGARA BARAT,DOMPU,Dompu,52,5205,NUSA TENGGARA BARAT,DOMPU
NUSA TENGGARA,52,5206,NUSA TENGGARA BARAT,BIMA,Bima,52,5206,NUSA TENGGARA BARAT,BIMA
NUSA TENGGARA,52,5207,NUSA TENGGARA BARAT,SUMBAWA BARAT,Sumbawa Barat,52,5207,NUSA TENGGARA BARAT,SUMBAWA BARAT
NUSA TENGGARA,52,5208,NUSA TENGGARA BARAT,LOMBOK UTARA,Lombok Utara,52,5208,NUSA TENGGARA BARAT,LOMBOK UTARA
NUSA TENGGARA,52,5271,NUSA TENGGARA BARAT,KOTA MATARAM,Kota Mataram,52,5271,NUSA TENGGARA BARAT,KOTA MATARAM
NUSA TENGGARA,52,5272,NUSA TENGGARA BARAT,KOTA BIMA,Kota Bima,52,5272,NUSA TENGGARA BARAT,KOTA BIMA
NUSA TENGGARA,53,5301,NUSA TENGGARA TIMUR,SUMBA BARAT,Sumba Barat,53,5301,NUSA TENGGARA TIMUR,SUMBA BARAT
NUSA TENGGARA,53,5302,NUSA TENGGARA TIMUR,SUMBA TIMUR,Sumba Timur,53,5302,NUSA TENGGARA TIMUR,SUMBA TIMUR
NUSA TENGGARA,53,5303,NUSA TENGGARA TIMUR,KUPANG,Kupang,53,5303,NUSA TENGGARA TIMUR,KUPANG
NUSA TENGGARA,53,5304,NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,Timor Tengah Selatan,53,5304,NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN
NUSA TENGGARA,53,5305,NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,Timor Tengah Utara,53,5305,NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA
NUSA TENGGARA,53,5306,NUSA TENGGARA TIMUR,BELU,Belu,53,5306,NUSA TENGGARA TIMUR,BELU
NUSA TENGGARA,53,5307,NUSA TENGGARA TIMUR,ALOR,Alor,53,5307,NUSA TENGGARA TIMUR,ALOR
NUSA TENGGARA,53,5308,NUSA TENGGARA TIMUR,LEMBATA,Lembata,53,5308,NUSA TENGGARA TIMUR,LEMBATA
NUSA TENGGARA,53,5309,NUSA TENGGARA TIMUR,FLORES TIMUR,Flores Timur,53,5309,NUSA TENGGARA TIMUR,FLORES TIMUR
NUSA TENGGARA,53,5310,NUSA TENGGARA TIMUR,SIKKA,Sikka,53,5310,NUSA TENGGARA TIMUR,SIKKA
NUSA TENGGARA,53,5311,NUSA TENGGARA TIMUR,ENDE,Ende,53,5311,NUSA TENGGARA TIMUR,ENDE
NUSA TENGGARA,53,5312,NUSA TENGGARA TIMUR,NGADA,Ngada,53,5312,NUSA TENGGARA TIMUR,NGADA
NUSA TENGGARA,53,5313,NUSA TENGGARA TIMUR,MANGGARAI,Manggarai,53,5313,NUSA TENGGARA TIMUR,MANGGARAI
NUSA TENGGARA,53,5314,NUSA TENGGARA TIMUR,ROTE NDAO,Rote Ndao,53,5314,NUSA TENGGARA TIMUR,ROTE NDAO
NUSA TENGGARA,53,5315,NUSA TENGGARA TIMUR,MANGGARAI BARAT,Manggarai Barat,53,5315,NUSA TENGGARA TIMUR,MANGGARAI BARAT
NUSA TENGGARA,53,5316,NUSA TENGGARA TIMUR,SUMBA TENGAH,Sumba Tengah,53,5316,NUSA TENGGARA TIMUR,SUMBA TENGAH
NUSA TENGGARA,53,5317,NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,Sumba Barat Daya,53,5317,NUSA TENGGARA TIMUR,SUMBA BARAT DAYA
NUSA TENGGARA,53,5318,NUSA TENGGARA TIMUR,NAGEKEO,Nagekeo,53,5318,NUSA TENGGARA TIMUR,NAGEKEO
NUSA TENGGARA,53,5319,NUSA TENGGARA TIMUR,MANGGARAI TIMUR,Manggarai Timur,53,5319,NUSA TENGGARA TIMUR,MANGGARAI TIMUR
NUSA TENGGARA,53,5320,NUSA TENGGARA TIMUR,SABU RAIJUA,Sabu Raijua,53,5320,NUSA TENGGARA TIMUR,SABU RAIJUA
NUSA TENGGARA,53,5321,NUSA TENGGARA TIMUR,MALAKA,Malaka,53,5321,NUSA TENGGARA TIMUR,MALAKA
NUSA TENGGARA,53,5371,NUSA TENGGARA TIMUR,KOTA KUPANG,Kota Kupang,53,5371,NUSA TENGGARA TIMUR,KOTA KUPANG
KALIMANTAN,61,6101,KALIMANTAN BARAT,SAMBAS,Sambas,61,6101,KALIMANTAN BARAT,SAMBAS
KALIMANTAN,61,6102,KALIMANTAN BARAT,BENGKAYANG,Bengkayang,61,6102,KALIMANTAN BARAT,BENGKAYANG
KALIMANTAN,61,6103,KALIMANTAN BARAT,LANDAK,Landak,61,6103,KALIMANTAN BARAT,LANDAK
KALIMANTAN,61,6104,KALIMANTAN BARAT,MEMPAWAH,Mempawah,61,6104,KALIMANTAN BARAT,MEMPAWAH
KALIMANTAN,61,6105,KALIMANTAN BARAT,SANGGAU,Sanggau,61,6105,KALIMANTAN BARAT,SANGGAU
KALIMANTAN,61,6106,KALIMANTAN BARAT,KETAPANG,Ketapang,61,6106,KALIMANTAN BARAT,KETAPANG
KALIMANTAN,61,6107,KALIMANTAN BARAT,SINTANG,Sintang,61,6107,KALIMANTAN BARAT,SINTANG
KALIMANTAN,61,6108,KALIMANTAN BARAT,KAPUAS HULU,Kapuas Hulu,61,6108,KALIMANTAN BARAT,KAPUAS HULU
KALIMANTAN,61,6109,KALIMANTAN BARAT,SEKADAU,Sekadau,61,6109,KALIMANTAN BARAT,SEKADAU
KALIMANTAN,61,6110,KALIMANTAN BARAT,MELAWI,Melawi,61,6110,KALIMANTAN BARAT,MELAWI
KALIMANTAN,61,6111,KALIMANTAN BARAT,KAYONG UTARA,Kayong Utara,61,6111,KALIMANTAN BARAT,KAYONG UTARA
KALIMANTAN,61,6112,KALIMANTAN BARAT,KUBU RAYA,Kubu Raya,61,6112,KALIMANTAN BARAT,KUBU RAYA
KALIMANTAN,61,6171,KALIMANTAN BARAT,KOTA PONTIANAK,Kota Pontianak,61,6171,KALIMANTAN BARAT,KOTA PONTIANAK
KALIMANTAN,61,6172,KALIMANTAN BARAT,KOTA SINGKAWANG,Kota Singkawang,61,6172,KALIMANTAN BARAT,KOTA SINGKAWANG
KALIMANTAN,62,6201,KALIMANTAN TENGAH,KOTAWARINGIN BARAT,Kotawaringin Barat,62,6201,KALIMANTAN TENGAH,KOTAWARINGIN BARAT
KALIMANTAN,62,6202,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,Kotawaringin Timur,62,6202,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR
KALIMANTAN,62,6203,KALIMANTAN TENGAH,KAPUAS,Kapuas,62,6203,KALIMANTAN TENGAH,KAPUAS
KALIMANTAN,62,6204,KALIMANTAN TENGAH,BARITO SELATAN,Barito Selatan,62,6204,KALIMANTAN TENGAH,BARITO SELATAN
KALIMANTAN,62,6205,KALIMANTAN TENGAH,BARITO UTARA,Barito Utara,62,6205,KALIMANTAN TENGAH,BARITO UTARA
KALIMANTAN,62,6206,KALIMANTAN TENGAH,SUKAMARA,Sukamara,62,6206,KALIMANTAN TENGAH,SUKAMARA
KALIMANTAN,62,6207,KALIMANTAN TENGAH,LAMANDAU,Lamandau,62,6207,KALIMANTAN TENGAH,LAMANDAU
KALIMANTAN,62,6208,KALIMANTAN TENGAH,SERUYAN,Seruyan,62,6208,KALIMANTAN TENGAH,SERUYAN
KALIMANTAN,62,6209,KALIMANTAN TENGAH,KATINGAN,Katingan,62,6209,KALIMANTAN TENGAH,KATINGAN
KALIMANTAN,62,6210,KALIMANTAN TENGAH,PULANG PISAU,Pulang Pisau,62,6210,KALIMANTAN TENGAH,PULANG PISAU
KALIMANTAN,62,6211,KALIMANTAN TENGAH,GUNUNG MAS,Gunung Mas,62,6211,KALIMANTAN TENGAH,GUNUNG MAS
KALIMANTAN,62,6212,KALIMANTAN TENGAH,BARITO TIMUR,Barito Timur,62,6212,KALIMANTAN TENGAH,BARITO TIMUR
KALIMANTAN,62,6213,KALIMANTAN TENGAH,MURUNG RAYA,Murung Raya,62,6213,KALIMANTAN TENGAH,MURUNG RAYA
KALIMANTAN,62,6271,KALIMANTAN TENGAH,KOTA PALANGKA RAYA,Kota Palangka Raya,62,6271,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
KALIMANTAN,63,6301,KALIMANTAN SELATAN,TANAH LAUT,Tanah Laut,63,6301,KALIMANTAN SELATAN,TANAH LAUT
KALIMANTAN,63,6302,KALIMANTAN SELATAN,KOTA BARU,Kota Baru,63,6302,KALIMANTAN SELATAN,KOTA BARU
KALIMANTAN,63,6303,KALIMANTAN SELATAN,BANJAR,Banjar,63,6303,KALIMANTAN SELATAN,BANJAR
KALIMANTAN,63,6304,KALIMANTAN SELATAN,BARITO KUALA,Barito Kuala,63,6304,KALIMANTAN SELATAN,BARITO KUALA
KALIMANTAN,63,6305,KALIMANTAN SELATAN,TAPIN,Tapin,63,6305,KALIMANTAN SELATAN,TAPIN
KALIMANTAN,63,6306,KALIMANTAN SELATAN,HULU SUNGAI SELATAN,Hulu Sungai Selatan,63,6306,KALIMANTAN SELATAN,HULU SUNGAI SELATAN
KALIMANTAN,63,6307,KALIMANTAN SELATAN,HULU SUNGAI TENGAH,Hulu Sungai Tengah,63,6307,KALIMANTAN SELATAN,HULU SUNGAI TENGAH
KALIMANTAN,63,6308,KALIMANTAN SELATAN,HULU SUNGAI UTARA,Hulu Sungai Utara,63,6308,KALIMANTAN SELATAN,HULU SUNGAI UTARA
KALIMANTAN,63,6309,KALIMANTAN SELATAN,TABALONG,Tabalong,63,6309,KALIMANTAN SELATAN,TABALONG
KALIMANTAN,63,6310,KALIMANTAN SELATAN,TANAH BUMBU,Tanah Bumbu,63,6310,KALIMANTAN SELATAN,TANAH BUMBU
KALIMANTAN,63,6311,KALIMANTAN SELATAN,BALANGAN,Balangan,63,6311,KALIMANTAN SELATAN,BALANGAN
KALIMANTAN,63,6371,KALIMANTAN SELATAN,KOTA BANJARMASIN,Kota Banjarmasin,63,6371,KALIMANTAN SELATAN,KOTA BANJARMASIN
KALIMANTAN,63,6372,KALIMANTAN SELATAN,KOTA BANJAR BARU,Kota Banjar Baru,63,6372,KALIMANTAN SELATAN,KOTA BANJAR BARU
KALIMANTAN,64,6401,KALIMANTAN TIMUR,PASER,Paser,64,6401,KALIMANTAN TIMUR,PASER
KALIMANTAN,64,6402,KALIMANTAN TIMUR,KUTAI BARAT,Kutai Barat,64,6402,KALIMANTAN TIMUR,KUTAI BARAT
KALIMANTAN,64,6403,KALIMANTAN TIMUR,KUTAI KARTANEGARA,Kutai Kartanegara,64,6403,KALIMANTAN TIMUR,KUTAI KARTANEGARA
KALIMANTAN,64,6404,KALIMANTAN TIMUR,KUTAI TIMUR,Kutai Timur,64,6404,KALIMANTAN TIMUR,KUTAI TIMUR
KALIMANTAN,64,6405,KALIMANTAN TIMUR,BERAU,Berau,64,6405,KALIMANTAN TIMUR,BERAU
KALIMANTAN,64,6409,KALIMANTAN TIMUR,PENAJAM PASER UTARA,Penajam Paser Utara,64,6409,KALIMANTAN TIMUR,PENAJAM PASER UTARA
KALIMANTAN,64,6411,KALIMANTAN TIMUR,MAHAKAM HULU,Mahakam Hulu,64,6411,KALIMANTAN TIMUR,MAHAKAM HULU
KALIMANTAN,64,6471,KALIMANTAN TIMUR,KOTA BALIKPAPAN,Kota Balikpapan,64,6471,KALIMANTAN TIMUR,KOTA BALIKPAPAN
KALIMANTAN,64,6472,KALIMANTAN TIMUR,KOTA SAMARINDA,Kota Samarinda,64,6472,KALIMANTAN TIMUR,KOTA SAMARINDA
KALIMANTAN,64,6474,KALIMANTAN TIMUR,KOTA BONTANG,Kota Bontang,64,6474,KALIMANTAN TIMUR,KOTA BONTANG
KALIMANTAN,65,6501,KALIMANTAN UTARA,MALINAU,Malinau,65,6501,KALIMANTAN UTARA,MALINAU
KALIMANTAN,65,6502,KALIMANTAN UTARA,BULUNGAN,Bulungan,65,6502,KALIMANTAN UTARA,BULUNGAN
KALIMANTAN,65,6503,KALIMANTAN UTARA,TANA TIDUNG,Tana Tidung,65,6503,KALIMANTAN UTARA,TANA TIDUNG
KALIMANTAN,65,6504,KALIMANTAN UTARA,NUNUKAN,Nunukan,65,6504,KALIMANTAN UTARA,NUNUKAN
KALIMANTAN,65,6571,KALIMANTAN UTARA,KOTA TARAKAN,Kota Tarakan,65,6571,KALIMANTAN UTARA,KOTA TARAKAN
SULAWESI,71,7101,SULAWESI UTARA,BOLAANG MONGONDOW,Bolaang Mongondow,71,7101,SULAWESI UTARA,BOLAANG MONGONDOW
SULAWESI,71,7102,SULAWESI UTARA,MINAHASA,Minahasa,71,7102,SULAWESI UTARA,MINAHASA
SULAWESI,71,7103,SULAWESI UTARA,KEPULAUAN SANGIHE,Kepulauan Sangihe,71,7103,SULAWESI UTARA,KEPULAUAN SANGIHE
SULAWESI,71,7104,SULAWESI UTARA,KEPULAUAN TALAUD,Kepulauan Talaud,71,7104,SULAWESI UTARA,KEPULAUAN TALAUD
SULAWESI,71,7105,SULAWESI UTARA,MINAHASA SELATAN,Minahasa Selatan,71,7105,SULAWESI UTARA,MINAHASA SELATAN
SULAWESI,71,7106,SULAWESI UTARA,MINAHASA UTARA,Minahasa Utara,71,7106,SULAWESI UTARA,MINAHASA UTARA
SULAWESI,71,7107,SULAWESI UTARA,BOLAANG MONGONDOW UTARA,Bolaang Mongondow Utara,71,7107,SULAWESI UTARA,BOLAANG MONGONDOW UTARA
SULAWESI,71,7108,SULAWESI UTARA,SIAU TAGULANDANG BIARO,Siau Tagulandang Biaro,71,7108,SULAWESI UTARA,SIAU TAGULANDANG BIARO
SULAWESI,71,7109,SULAWESI UTARA,MINAHASA TENGGARA,Minahasa Tenggara,71,7109,SULAWESI UTARA,MINAHASA TENGGARA
SULAWESI,71,7110,SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,Bolaang Mongondow Selatan,71,7110,SULAWESI UTARA,BOLAANG MONGONDOW SELATAN
SULAWESI,71,7111,SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,Bolaang Mongondow Timur,71,7111,SULAWESI UTARA,BOLAANG MONGONDOW TIMUR
SULAWESI,71,7171,SULAWESI UTARA,KOTA MANADO,Kota Manado,71,7171,SULAWESI UTARA,KOTA MANADO
SULAWESI,71,7172,SULAWESI UTARA,KOTA BITUNG,Kota Bitung,71,7172,SULAWESI UTARA,KOTA BITUNG
SULAWESI,71,7173,SULAWESI UTARA,KOTA TOMOHON,Kota Tomohon,71,7173,SULAWESI UTARA,KOTA TOMOHON
SULAWESI,71,7174,SULAWESI UTARA,KOTA KOTAMOBAGU,Kota Kotamobagu,71,7174,SULAWESI UTARA,KOTA KOTAMOBAGU
SULAWESI,72,7201,SULAWESI TENGAH,BANGGAI KEPULAUAN,Banggai Kepulauan,72,7201,SULAWESI TENGAH,BANGGAI KEPULAUAN
SULAWESI,72,7202,SULAWESI TENGAH,BANGGAI,Banggai,72,7202,SULAWESI TENGAH,BANGGAI
SULAWESI,72,7203,SULAWESI TENGAH,MOROWALI,Morowali,72,7203,SULAWESI TENGAH,MOROWALI
SULAWESI,72,7204,SULAWESI TENGAH,POSO,Poso,72,7204,SULAWESI TENGAH,POSO
SULAWESI,72,7205,SULAWESI TENGAH,DONGGALA,Donggala,72,7205,SULAWESI TENGAH,DONGGALA
SULAWESI,72,7206,SULAWESI TENGAH,TOLI-TOLI,Toli-Toli,72,7206,SULAWESI TENGAH,TOLI-TOLI
SULAWESI,72,7207,SULAWESI TENGAH,BUOL,Buol,72,7207,SULAWESI TENGAH,BUOL
SULAWESI,72,7208,SULAWESI TENGAH,PARIGI MOUTONG,Parigi Moutong,72,7208,SULAWESI TENGAH,PARIGI MOUTONG
SULAWESI,72,7209,SULAWESI TENGAH,TOJO UNA-UNA,Tojo Una-Una,72,7209,SULAWESI TENGAH,TOJO UNA-UNA
SULAWESI,72,7210,SULAWESI TENGAH,SIGI,Sigi,72,7210,SULAWESI TENGAH,SIGI
SULAWESI,72,7211,SULAWESI TENGAH,BANGGAI LAUT,Banggai Laut,72,7211,SULAWESI TENGAH,BANGGAI LAUT
SULAWESI,72,7212,SULAWESI TENGAH,MOROWALI UTARA,Morowali Utara,72,7212,SULAWESI TENGAH,MOROWALI UTARA
SULAWESI,72,7271,SULAWESI TENGAH,KOTA PALU,Kota Palu,72,7271,SULAWESI TENGAH,KOTA PALU
SULAWESI,73,7301,SULAWESI SELATAN,KEPULAUAN SELAYAR,Kepulauan Selayar,73,7301,SULAWESI SELATAN,KEPULAUAN SELAYAR
SULAWESI,73,7302,SULAWESI SELATAN,BULUKUMBA,Bulukumba,73,7302,SULAWESI SELATAN,BULUKUMBA
SULAWESI,73,7303,SULAWESI SELATAN,BANTAENG,Bantaeng,73,7303,SULAWESI SELATAN,BANTAENG
SULAWESI,73,7304,SULAWESI SELATAN,JENEPONTO,Jeneponto,73,7304,SULAWESI SELATAN,JENEPONTO
SULAWESI,73,7305,SULAWESI SELATAN,TAKALAR,Takalar,73,7305,SULAWESI SELATAN,TAKALAR
SULAWESI,73,7306,SULAWESI SELATAN,GOWA,Gowa,73,7306,SULAWESI SELATAN,GOWA
SULAWESI,73,7307,SULAWESI SELATAN,SINJAI,Sinjai,73,7307,SULAWESI SELATAN,SINJAI
SULAWESI,73,7308,SULAWESI SELATAN,MAROS,Maros,73,7308,SULAWESI SELATAN,MAROS
SULAWESI,73,7309,SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN,Pangkajene Dan Kepulauan,73,7309,SULAWESI SELATAN,PANGKAJENE DAN KEPULAUAN
SULAWESI,73,7310,SULAWESI SELATAN,BARRU,Barru,73,7310,SULAWESI SELATAN,BARRU
SULAWESI,73,7311,SULAWESI SELATAN,BONE,Bone,73,7311,SULAWESI SELATAN,BONE
SULAWESI,73,7312,SULAWESI SELATAN,SOPPENG,Soppeng,73,7312,SULAWESI SELATAN,SOPPENG
SULAWESI,73,7313,SULAWESI SELATAN,WAJO,Wajo,73,7313,SULAWESI SELATAN,WAJO
SULAWESI,73,7314,SULAWESI SELATAN,SIDENRENG RAPPANG,Sidenreng Rappang,73,7314,SULAWESI SELATAN,SIDENRENG RAPPANG
SULAWESI,73,7315,SULAWESI SELATAN,PINRANG,Pinrang,73,7315,SULAWESI SELATAN,PINRANG
SULAWESI,73,7316,SULAWESI SELATAN,ENREKANG,Enrekang,73,7316,SULAWESI SELATAN,ENREKANG
SULAWESI,73,7317,SULAWESI SELATAN,LUWU,Luwu,73,7317,SULAWESI SELATAN,LUWU
SULAWESI,73,7318,SULAWESI SELATAN,TANA TORAJA,Tana Toraja,73,7318,SULAWESI SELATAN,TANA TORAJA
SULAWESI,73,7322,SULAWESI SELATAN,LUWU UTARA,Luwu Utara,73,7322,SULAWESI SELATAN,LUWU UTARA
SULAWESI,73,7325,SULAWESI SELATAN,LUWU TIMUR,Luwu Timur,73,7325,SULAWESI SELATAN,LUWU TIMUR
SULAWESI,73,7326,SULAWESI SELATAN,TORAJA UTARA,Toraja Utara,73,7326,SULAWESI SELATAN,TORAJA UTARA
SULAWESI,73,7371,SULAWESI SELATAN,KOTA MAKASSAR,Kota Makassar,73,7371,SULAWESI SELATAN,KOTA MAKASSAR
SULAWESI,73,7372,SULAWESI SELATAN,KOTA PAREPARE,Kota Parepare,73,7372,SULAWESI SELATAN,KOTA PAREPARE
SULAWESI,73,7373,SULAWESI SELATAN,KOTA PALOPO,Kota Palopo,73,7373,SULAWESI SELATAN,KOTA PALOPO
SULAWESI,74,7401,SULAWESI TENGGARA,BUTON,Buton,74,7401,SULAWESI TENGGARA,BUTON
SULAWESI,74,7402,SULAWESI TENGGARA,MUNA,Muna,74,7402,SULAWESI TENGGARA,MUNA
SULAWESI,74,7403,SULAWESI TENGGARA,KONAWE,Konawe,74,7403,SULAWESI TENGGARA,KONAWE
SULAWESI,74,7404,SULAWESI TENGGARA,KOLAKA,Kolaka,74,7404,SULAWESI TENGGARA,KOLAKA
SULAWESI,74,7405,SULAWESI TENGGARA,KONAWE SELATAN,Konawe Selatan,74,7405,SULAWESI TENGGARA,KONAWE SELATAN
SULAWESI,74,7406,SULAWESI TENGGARA,BOMBANA,Bombana,74,7406,SULAWESI TENGGARA,BOMBANA
SULAWESI,74,7407,SULAWESI TENGGARA,WAKATOBI,Wakatobi,74,7407,SULAWESI TENGGARA,WAKATOBI
SULAWESI,74,7408,SULAWESI TENGGARA,KOLAKA UTARA,Kolaka Utara,74,7408,SULAWESI TENGGARA,KOLAKA UTARA
SULAWESI,74,7409,SULAWESI TENGGARA,BUTON UTARA,Buton Utara,74,7409,SULAWESI TENGGARA,BUTON UTARA
SULAWESI,74,7410,SULAWESI TENGGARA,KONAWE UTARA,Konawe Utara,74,7410,SULAWESI TENGGARA,KONAWE UTARA
